,Warehouse_block,Mode_of_shipment,Customer_care_calls,Customer_rating,Cost_of_the_product_($),Prior_purchases,Prior_purchases_interval,Product_importance,Gender,Discount_offered_($),Discount_interval,Weight_in_gms,Weight_Category,Reached_on_Time_(0/1),Revenue_($)
8535,B,Ship,3,5,154,10,> 4,High,F,10,> 10,5282,Large,1,144
8536,C,Ship,6,1,222,8,2 - 4,Low,M,2,0 - 4,4914,Large,0,220
8537,E,Ship,3,4,251,10,> 4,Medium,F,2,0 - 4,4336,Medium,1,249
8538,D,Ship,4,3,239,3,2 - 4,Low,M,10,> 10,4020,Medium,0,229
8539,E,Ship,5,4,211,3,2 - 4,Low,M,9,4 - 10,4908,Large,0,202
8540,A,Ship,3,4,195,10,> 4,Low,M,5,4 - 10,5950,Large,1,190
8541,B,Ship,4,4,224,10,> 4,Medium,F,9,4 - 10,4149,Medium,0,215
8542,C,Ship,4,5,144,8,2 - 4,Medium,F,2,0 - 4,4956,Large,1,142
8543,E,Ship,4,2,167,4,2 - 4,High,M,5,4 - 10,5250,Large,0,162
8544,D,Ship,3,1,188,4,2 - 4,Medium,F,8,4 - 10,5884,Large,1,180
8545,E,Ship,2,4,245,2,0 - 2,Medium,F,3,0 - 4,5850,Large,1,242
8546,A,Ship,2,5,212,2,0 - 2,High,F,3,0 - 4,4389,Medium,0,209
8547,B,Ship,3,3,240,3,2 - 4,Low,F,5,4 - 10,4888,Large,1,235
8548,C,Ship,5,2,226,5,2 - 4,Medium,M,5,4 - 10,1323,Small,0,221
8549,E,Ship,6,5,278,4,2 - 4,Low,M,2,0 - 4,1167,Small,1,276
8550,D,Ship,4,2,232,5,2 - 4,Medium,F,4,0 - 4,1783,Small,0,228
8551,E,Ship,6,3,287,4,2 - 4,Low,M,3,0 - 4,1824,Small,0,284
8552,A,Ship,4,4,228,5,2 - 4,Low,F,1,0 - 4,1788,Small,1,227
8553,B,Ship,5,4,232,5,2 - 4,Low,M,10,> 10,1512,Small,0,222
8554,C,Ship,6,5,308,4,2 - 4,Low,M,8,4 - 10,1164,Small,1,300
8555,E,Ship,7,4,287,4,2 - 4,Low,M,9,4 - 10,1667,Small,1,278
8556,D,Ship,6,4,246,4,2 - 4,Medium,M,3,0 - 4,1852,Small,0,243
8557,E,Ship,4,5,262,6,2 - 4,Low,M,10,> 10,1156,Small,0,252
8558,A,Ship,6,1,275,4,2 - 4,Low,M,7,4 - 10,1767,Small,0,268
8559,B,Ship,5,1,236,5,2 - 4,Medium,F,3,0 - 4,1699,Small,0,233
8560,C,Ship,5,4,221,6,2 - 4,Medium,M,6,4 - 10,1488,Small,1,215
8561,E,Ship,5,1,271,5,2 - 4,Low,F,5,4 - 10,1869,Small,1,266
8562,D,Ship,4,4,229,5,2 - 4,Low,M,7,4 - 10,1049,Small,1,222
8563,E,Ship,3,2,177,2,0 - 2,High,M,9,4 - 10,4648,Medium,0,168
8564,A,Ship,3,2,193,2,0 - 2,Low,M,3,0 - 4,4799,Large,1,190
8565,B,Ship,3,4,165,2,0 - 2,Medium,M,1,0 - 4,5745,Large,0,164
8566,C,Ship,4,5,183,4,2 - 4,Low,M,3,0 - 4,5881,Large,0,180
8567,E,Ship,4,2,161,3,2 - 4,Low,F,8,4 - 10,4382,Medium,0,153
8568,D,Ship,2,5,238,2,0 - 2,Low,F,6,4 - 10,5325,Large,1,232
8569,E,Ship,3,5,191,4,2 - 4,Low,M,2,0 - 4,5177,Large,1,189
8570,A,Ship,3,1,165,3,2 - 4,Low,M,10,> 10,5823,Large,0,155
8571,B,Ship,3,5,233,2,0 - 2,Medium,F,2,0 - 4,4193,Medium,0,231
8572,C,Ship,4,4,234,2,0 - 2,Medium,F,8,4 - 10,5744,Large,0,226
8573,E,Ship,4,3,252,3,2 - 4,Medium,F,10,> 10,5802,Large,1,242
8574,D,Ship,3,2,155,3,2 - 4,Low,M,1,0 - 4,5731,Large,1,154
8575,E,Ship,3,1,269,8,2 - 4,Medium,F,4,0 - 4,4290,Medium,0,265
8576,A,Ship,4,1,224,2,0 - 2,Low,F,6,4 - 10,4454,Medium,1,218
8577,B,Ship,5,4,230,3,2 - 4,Medium,M,6,4 - 10,4257,Medium,0,224
8578,C,Ship,4,5,253,3,2 - 4,Low,F,1,0 - 4,5402,Large,0,252
8579,E,Ship,5,1,181,3,2 - 4,Low,F,3,0 - 4,5118,Large,0,178
8580,D,Ship,4,2,233,4,2 - 4,High,F,6,4 - 10,5256,Large,0,227
8581,E,Ship,4,4,243,5,2 - 4,Medium,M,10,> 10,4356,Medium,0,233
8582,A,Ship,5,5,271,2,0 - 2,Medium,M,6,4 - 10,4788,Large,1,265
8583,B,Ship,4,3,134,4,2 - 4,Low,M,8,4 - 10,4879,Large,1,126
8584,C,Ship,3,2,154,10,> 4,High,F,8,4 - 10,5811,Large,1,146
8585,E,Ship,6,4,222,8,2 - 4,Low,F,1,0 - 4,5808,Large,1,221
8586,D,Ship,3,5,251,10,> 4,Medium,M,9,4 - 10,5962,Large,0,242
8587,E,Ship,4,5,239,3,2 - 4,Low,M,6,4 - 10,5154,Large,1,233
8588,A,Ship,5,1,211,3,2 - 4,Low,M,7,4 - 10,5594,Large,1,204
8589,B,Ship,3,2,195,10,> 4,Low,F,9,4 - 10,4256,Medium,0,186
8590,C,Ship,4,5,224,10,> 4,Medium,F,7,4 - 10,4521,Medium,1,217
8591,E,Ship,4,4,144,8,2 - 4,Medium,M,6,4 - 10,4390,Medium,1,138
8592,D,Ship,4,1,167,4,2 - 4,High,M,7,4 - 10,5264,Large,0,160
8593,E,Ship,3,3,188,4,2 - 4,Medium,M,1,0 - 4,4296,Medium,1,187
8594,A,Ship,2,4,245,2,0 - 2,Medium,F,10,> 10,5389,Large,0,235
8595,B,Ship,2,1,212,2,0 - 2,High,F,8,4 - 10,4128,Medium,0,204
8596,C,Ship,3,5,240,3,2 - 4,Low,F,6,4 - 10,5642,Large,0,234
8597,E,Ship,5,1,226,5,2 - 4,Medium,M,3,0 - 4,1409,Small,0,223
8598,D,Ship,6,3,278,4,2 - 4,Low,F,9,4 - 10,1368,Small,0,269
8599,E,Ship,4,1,232,5,2 - 4,Medium,M,8,4 - 10,1943,Small,0,224
8600,A,Ship,6,5,287,4,2 - 4,Low,M,8,4 - 10,1465,Small,0,279
8601,B,Ship,4,5,228,5,2 - 4,Low,M,5,4 - 10,1373,Small,1,223
8602,C,Ship,5,5,232,5,2 - 4,Low,M,1,0 - 4,1127,Small,0,231
8603,E,Ship,6,5,308,4,2 - 4,Low,M,4,0 - 4,1202,Small,0,304
8604,D,Road,7,1,287,4,2 - 4,Low,M,1,0 - 4,1660,Small,0,286
8605,E,Road,6,5,246,4,2 - 4,Medium,M,2,0 - 4,1581,Small,0,244
8606,A,Road,4,1,262,6,2 - 4,Low,F,3,0 - 4,1830,Small,1,259
8607,B,Road,6,5,275,4,2 - 4,Low,F,6,4 - 10,1872,Small,0,269
8608,C,Road,5,3,236,5,2 - 4,Medium,M,10,> 10,1630,Small,0,226
8609,E,Road,5,2,221,6,2 - 4,Medium,M,4,0 - 4,1952,Small,1,217
8610,D,Road,5,4,228,5,2 - 4,Low,F,9,4 - 10,1549,Small,1,219
8611,E,Road,4,5,234,5,2 - 4,Low,F,1,0 - 4,1991,Small,1,233
8612,A,Road,5,1,242,5,2 - 4,Low,M,9,4 - 10,1767,Small,0,233
8613,B,Road,7,1,307,4,2 - 4,Low,F,8,4 - 10,1339,Small,0,299
8614,C,Road,6,3,260,4,2 - 4,Low,M,4,0 - 4,1358,Small,0,256
8615,E,Road,4,5,239,5,2 - 4,Low,M,7,4 - 10,1380,Small,0,232
8616,D,Road,6,4,305,4,2 - 4,Low,F,1,0 - 4,1384,Small,0,304
8617,E,Road,5,2,254,6,2 - 4,Low,F,5,4 - 10,1951,Small,0,249
8618,A,Road,2,1,258,5,2 - 4,Low,F,9,4 - 10,1548,Small,1,249
8619,B,Road,5,3,267,6,2 - 4,Low,M,10,> 10,1027,Small,0,257
8620,C,Road,4,2,246,5,2 - 4,Low,F,10,> 10,1720,Small,0,236
8621,E,Road,4,2,246,5,2 - 4,Low,M,9,4 - 10,1206,Small,1,237
8622,D,Road,4,2,261,5,2 - 4,Medium,M,5,4 - 10,1073,Small,1,256
8623,E,Road,5,1,239,5,2 - 4,Low,F,6,4 - 10,1815,Small,0,233
8624,A,Road,5,3,245,5,2 - 4,Low,M,8,4 - 10,1471,Small,0,237
8625,B,Road,5,3,237,5,2 - 4,Medium,F,2,0 - 4,1869,Small,1,235
8626,C,Flight,7,3,307,4,2 - 4,Low,M,1,0 - 4,1793,Small,1,306
8627,E,Flight,5,2,252,5,2 - 4,Low,F,10,> 10,1568,Small,0,242
8628,D,Flight,5,5,225,5,2 - 4,Low,M,7,4 - 10,1168,Small,0,218
8629,E,Flight,6,4,258,4,2 - 4,Low,F,7,4 - 10,1726,Small,1,251
8630,A,Flight,7,1,254,4,2 - 4,Medium,M,6,4 - 10,1279,Small,1,248
8631,B,Flight,5,3,232,5,2 - 4,Low,F,1,0 - 4,1835,Small,1,231
8632,C,Flight,7,1,255,4,2 - 4,Medium,F,3,0 - 4,1450,Small,0,252
8633,E,Flight,5,1,235,5,2 - 4,Low,F,10,> 10,1920,Small,0,225
8634,D,Flight,7,5,269,4,2 - 4,Medium,M,2,0 - 4,1592,Small,0,267
8635,E,Flight,6,2,243,4,2 - 4,Low,M,4,0 - 4,1768,Small,0,239
8636,A,Flight,7,2,253,4,2 - 4,Low,M,1,0 - 4,1294,Small,1,252
8637,B,Flight,5,1,266,5,2 - 4,Medium,F,2,0 - 4,1798,Small,0,264
8638,C,Flight,5,3,154,4,2 - 4,Low,F,3,0 - 4,1066,Small,1,151
8639,E,Flight,4,3,245,5,2 - 4,Low,M,4,0 - 4,1470,Small,0,241
8640,D,Flight,4,5,275,5,2 - 4,Medium,F,8,4 - 10,1093,Small,1,267
8641,E,Flight,6,1,261,4,2 - 4,Medium,M,10,> 10,1290,Small,1,251
8642,A,Flight,4,5,273,5,2 - 4,Low,M,2,0 - 4,1441,Small,0,271
8643,B,Flight,6,4,303,5,2 - 4,Low,M,5,4 - 10,1195,Small,1,298
8644,C,Flight,5,1,255,5,2 - 4,Low,M,3,0 - 4,1574,Small,1,252
8645,E,Flight,4,4,225,5,2 - 4,Low,F,1,0 - 4,1476,Small,1,224
8646,D,Flight,4,5,233,6,2 - 4,Low,M,8,4 - 10,1176,Small,0,225
8647,E,Flight,6,1,285,4,2 - 4,Low,F,3,0 - 4,1448,Small,1,282
8648,A,Ship,5,5,272,4,2 - 4,Medium,M,10,> 10,1383,Small,1,262
8649,B,Ship,7,5,273,4,2 - 4,Medium,M,9,4 - 10,1329,Small,1,264
8650,C,Ship,4,3,253,6,2 - 4,Low,F,4,0 - 4,1788,Small,1,249
8651,E,Ship,6,2,279,4,2 - 4,Medium,F,4,0 - 4,1148,Small,0,275
8652,D,Ship,4,2,235,5,2 - 4,Low,M,8,4 - 10,1021,Small,0,227
8653,E,Ship,4,1,255,5,2 - 4,Low,F,9,4 - 10,1793,Small,1,246
8654,A,Ship,7,5,301,4,2 - 4,Low,F,7,4 - 10,1727,Small,0,294
8655,B,Ship,7,1,245,4,2 - 4,Medium,M,4,0 - 4,1653,Small,1,241
8656,C,Ship,7,5,265,4,2 - 4,Low,F,1,0 - 4,1601,Small,0,264
8657,E,Ship,4,4,252,5,2 - 4,Medium,M,2,0 - 4,1995,Small,1,250
8658,D,Ship,6,1,281,4,2 - 4,Medium,M,2,0 - 4,1592,Small,0,279
8659,E,Ship,6,2,269,4,2 - 4,Medium,F,10,> 10,1166,Small,0,259
8660,A,Ship,4,2,271,5,2 - 4,Medium,M,4,0 - 4,1633,Small,1,267
8661,B,Ship,5,2,239,5,2 - 4,Medium,F,6,4 - 10,1365,Small,1,233
8662,C,Ship,7,5,293,4,2 - 4,Low,F,2,0 - 4,1080,Small,1,291
8663,E,Ship,4,1,165,5,2 - 4,Medium,F,1,0 - 4,4170,Medium,1,164
8664,D,Ship,3,3,202,4,2 - 4,Low,F,9,4 - 10,4917,Large,0,193
8665,E,Ship,4,4,201,3,2 - 4,Low,F,2,0 - 4,5385,Large,0,199
8666,A,Ship,5,5,161,3,2 - 4,Low,F,5,4 - 10,4702,Medium,0,156
8667,B,Ship,5,5,193,3,2 - 4,Low,F,3,0 - 4,5037,Large,0,190
8668,C,Ship,3,1,152,3,2 - 4,Low,M,1,0 - 4,4949,Large,1,151
8669,E,Ship,4,4,189,2,0 - 2,Medium,M,3,0 - 4,5837,Large,1,186
8670,D,Ship,3,1,159,3,2 - 4,Low,M,10,> 10,4784,Large,1,149
8671,E,Ship,5,1,259,3,2 - 4,Low,M,1,0 - 4,5725,Large,0,258
8672,A,Ship,3,2,224,3,2 - 4,Medium,M,8,4 - 10,5869,Large,0,216
8673,B,Ship,4,4,172,2,0 - 2,Medium,F,3,0 - 4,5538,Large,1,169
8674,C,Ship,4,5,148,3,2 - 4,Medium,F,5,4 - 10,5216,Large,0,143
8675,E,Ship,4,3,274,3,2 - 4,Medium,F,8,4 - 10,4276,Medium,0,266
8676,D,Ship,3,1,207,4,2 - 4,Low,F,9,4 - 10,5889,Large,0,198
8677,E,Ship,4,5,159,5,2 - 4,Medium,F,2,0 - 4,5654,Large,1,157
8678,A,Ship,3,1,198,3,2 - 4,Low,M,3,0 - 4,4965,Large,1,195
8679,B,Ship,4,5,196,2,0 - 2,Medium,F,3,0 - 4,5505,Large,0,193
8680,C,Ship,5,1,137,2,0 - 2,Low,M,9,4 - 10,4580,Medium,1,128
8681,E,Ship,3,3,192,3,2 - 4,Medium,M,4,0 - 4,5479,Large,0,188
8682,D,Ship,3,4,214,3,2 - 4,Low,F,1,0 - 4,5722,Large,0,213
8683,E,Ship,6,3,267,4,2 - 4,Medium,M,2,0 - 4,5917,Large,1,265
8684,A,Ship,3,5,205,3,2 - 4,Medium,F,9,4 - 10,4565,Medium,1,196
8685,B,Ship,2,4,102,4,2 - 4,Medium,F,6,4 - 10,5421,Large,0,96
8686,C,Ship,3,2,150,2,0 - 2,Medium,M,5,4 - 10,5264,Large,0,145
8687,E,Ship,5,1,176,3,2 - 4,Low,M,3,0 - 4,5919,Large,0,173
8688,D,Ship,3,3,169,3,2 - 4,High,M,1,0 - 4,4647,Medium,0,168
8689,E,Ship,4,4,151,3,2 - 4,Medium,F,5,4 - 10,4732,Medium,0,146
8690,A,Ship,3,5,243,3,2 - 4,Low,M,1,0 - 4,4623,Medium,0,242
8691,B,Ship,4,2,150,2,0 - 2,Low,F,2,0 - 4,5301,Large,0,148
8692,C,Ship,4,3,229,2,0 - 2,Low,M,6,4 - 10,4226,Medium,1,223
8693,E,Ship,6,2,164,4,2 - 4,Low,M,6,4 - 10,5264,Large,0,158
8694,D,Ship,3,5,220,3,2 - 4,Low,F,9,4 - 10,5672,Large,1,211
8695,E,Ship,3,1,187,3,2 - 4,Medium,M,7,4 - 10,4607,Medium,0,180
8696,A,Ship,5,4,255,3,2 - 4,Low,F,1,0 - 4,5775,Large,1,254
8697,B,Ship,5,4,252,3,2 - 4,Medium,M,2,0 - 4,4162,Medium,0,250
8698,C,Ship,5,5,242,4,2 - 4,Medium,F,2,0 - 4,5359,Large,0,240
8699,E,Ship,3,1,162,3,2 - 4,Low,M,7,4 - 10,5073,Large,0,155
8700,D,Ship,3,2,219,3,2 - 4,Medium,M,1,0 - 4,4918,Large,1,218
8701,E,Ship,4,2,248,3,2 - 4,Low,M,2,0 - 4,5028,Large,1,246
8702,A,Ship,4,3,228,3,2 - 4,Medium,F,1,0 - 4,5408,Large,1,227
8703,B,Ship,4,4,149,2,0 - 2,Medium,F,2,0 - 4,5881,Large,0,147
8704,C,Ship,3,5,206,3,2 - 4,Medium,F,9,4 - 10,5751,Large,0,197
8705,E,Ship,3,1,204,3,2 - 4,Medium,M,4,0 - 4,4619,Medium,1,200
8706,D,Ship,5,3,222,4,2 - 4,Medium,M,2,0 - 4,4060,Medium,0,220
8707,E,Ship,3,5,248,2,0 - 2,Medium,M,1,0 - 4,4108,Medium,1,247
8708,A,Ship,3,3,225,3,2 - 4,Medium,F,7,4 - 10,4961,Large,1,218
8709,B,Ship,3,2,244,2,0 - 2,High,F,9,4 - 10,4142,Medium,0,235
8710,C,Ship,2,3,184,4,2 - 4,Medium,M,3,0 - 4,4719,Medium,0,181
8711,E,Ship,4,5,223,3,2 - 4,Low,M,9,4 - 10,5649,Large,1,214
8712,D,Ship,4,2,133,6,2 - 4,Medium,F,9,4 - 10,4879,Large,0,124
8713,E,Ship,4,3,164,4,2 - 4,Medium,M,1,0 - 4,4257,Medium,0,163
8714,A,Ship,3,5,222,4,2 - 4,Medium,F,9,4 - 10,4247,Medium,0,213
8715,B,Ship,2,1,198,2,0 - 2,Low,M,8,4 - 10,4323,Medium,0,190
8716,C,Ship,5,5,198,3,2 - 4,Low,F,5,4 - 10,4754,Large,1,193
8717,E,Ship,5,1,193,6,2 - 4,Medium,F,4,0 - 4,5964,Large,0,189
8718,D,Ship,5,1,149,3,2 - 4,Low,F,9,4 - 10,5173,Large,1,140
8719,E,Ship,4,4,265,4,2 - 4,Medium,F,6,4 - 10,4607,Medium,1,259
8720,A,Ship,3,3,187,2,0 - 2,Low,F,7,4 - 10,4859,Large,0,180
8721,B,Ship,4,5,198,2,0 - 2,Medium,F,9,4 - 10,4108,Medium,0,189
8722,C,Ship,3,4,177,3,2 - 4,Medium,F,1,0 - 4,4965,Large,0,176
8723,E,Ship,5,3,255,4,2 - 4,Low,F,5,4 - 10,5870,Large,0,250
8724,D,Ship,3,2,141,2,0 - 2,Medium,F,7,4 - 10,5231,Large,0,134
8725,E,Ship,3,2,180,2,0 - 2,Medium,F,4,0 - 4,4758,Large,1,176
8726,A,Ship,3,4,254,3,2 - 4,High,M,4,0 - 4,5830,Large,1,250
8727,B,Ship,2,3,211,2,0 - 2,Medium,M,2,0 - 4,4611,Medium,0,209
8728,C,Ship,3,4,238,2,0 - 2,Medium,M,7,4 - 10,5974,Large,0,231
8729,E,Ship,4,4,239,3,2 - 4,Medium,M,6,4 - 10,5632,Large,0,233
8730,D,Ship,4,3,175,2,0 - 2,Medium,M,3,0 - 4,4961,Large,1,172
8731,E,Ship,5,2,238,2,0 - 2,Low,M,5,4 - 10,5703,Large,0,233
8732,A,Ship,6,4,268,4,2 - 4,Medium,M,5,4 - 10,4126,Medium,1,263
8733,B,Ship,4,5,142,2,0 - 2,Medium,M,10,> 10,5428,Large,1,132
8734,C,Ship,3,2,186,2,0 - 2,Medium,M,3,0 - 4,5712,Large,0,183
8735,E,Ship,4,3,154,3,2 - 4,Medium,F,4,0 - 4,4867,Large,1,150
8736,D,Ship,4,4,229,2,0 - 2,Low,F,9,4 - 10,5672,Large,1,220
8737,E,Ship,3,4,264,3,2 - 4,Low,M,8,4 - 10,4575,Medium,1,256
8738,A,Ship,4,3,196,3,2 - 4,Medium,F,8,4 - 10,5541,Large,0,188
8739,B,Ship,5,2,169,2,0 - 2,Medium,M,4,0 - 4,6000,Large,1,165
8740,C,Ship,3,5,168,3,2 - 4,Low,M,8,4 - 10,5877,Large,0,160
8741,E,Road,3,4,226,2,0 - 2,High,F,8,4 - 10,5793,Large,0,218
8742,D,Road,5,4,189,2,0 - 2,Low,F,4,0 - 4,5575,Large,1,185
8743,E,Road,4,4,183,2,0 - 2,Low,F,7,4 - 10,4572,Medium,1,176
8744,A,Road,3,1,228,2,0 - 2,Low,F,7,4 - 10,4977,Large,0,221
8745,B,Road,3,2,260,2,0 - 2,Low,M,7,4 - 10,5553,Large,1,253
8746,C,Road,4,2,112,2,0 - 2,Medium,F,8,4 - 10,4599,Medium,0,104
8747,E,Road,5,5,221,3,2 - 4,Medium,M,9,4 - 10,5295,Large,0,212
8748,D,Road,4,5,258,3,2 - 4,Low,M,8,4 - 10,4046,Medium,1,250
8749,E,Road,4,2,133,3,2 - 4,Medium,F,5,4 - 10,5950,Large,0,128
8750,A,Road,3,1,139,3,2 - 4,Low,F,4,0 - 4,4666,Medium,0,135
8751,B,Road,5,1,251,4,2 - 4,Medium,M,10,> 10,5931,Large,0,241
8752,C,Road,5,1,258,3,2 - 4,High,M,3,0 - 4,4908,Large,0,255
8753,E,Road,4,2,229,2,0 - 2,Medium,F,7,4 - 10,4855,Large,1,222
8754,D,Road,6,4,220,4,2 - 4,Low,M,5,4 - 10,5465,Large,1,215
8755,E,Road,5,3,160,3,2 - 4,Low,F,10,> 10,4416,Medium,1,150
8756,A,Road,3,1,154,3,2 - 4,Medium,M,4,0 - 4,4631,Medium,0,150
8757,B,Road,5,3,197,5,2 - 4,Low,F,1,0 - 4,5581,Large,0,196
8758,C,Road,4,4,141,3,2 - 4,Low,M,10,> 10,4289,Medium,0,131
8759,E,Road,3,2,199,2,0 - 2,Medium,F,7,4 - 10,5531,Large,1,192
8760,D,Road,4,3,187,6,2 - 4,Low,F,9,4 - 10,5872,Large,0,178
8761,E,Road,3,4,136,3,2 - 4,Medium,M,6,4 - 10,4631,Medium,0,130
8762,A,Road,3,4,232,5,2 - 4,Medium,M,9,4 - 10,5759,Large,0,223
8763,B,Flight,3,2,257,2,0 - 2,Low,F,9,4 - 10,5085,Large,1,248
8764,C,Flight,4,1,156,2,0 - 2,Medium,M,4,0 - 4,5225,Large,0,152
8765,E,Flight,3,5,179,3,2 - 4,Low,M,2,0 - 4,4913,Large,0,177
8766,D,Flight,5,5,182,3,2 - 4,Low,F,9,4 - 10,5388,Large,0,173
8767,E,Flight,4,4,209,6,2 - 4,Low,F,7,4 - 10,4852,Large,0,202
8768,A,Flight,5,5,137,3,2 - 4,Medium,F,5,4 - 10,4814,Large,0,132
8769,B,Flight,5,2,174,5,2 - 4,Medium,M,8,4 - 10,4656,Medium,0,166
8770,C,Flight,3,4,251,3,2 - 4,Medium,M,5,4 - 10,5608,Large,1,246
8771,E,Flight,5,4,220,2,0 - 2,Medium,M,8,4 - 10,5073,Large,0,212
8772,D,Flight,3,3,196,4,2 - 4,Low,F,9,4 - 10,5631,Large,1,187
8773,E,Flight,3,1,162,3,2 - 4,Medium,F,10,> 10,5726,Large,0,152
8774,A,Flight,4,2,242,2,0 - 2,Medium,F,8,4 - 10,5243,Large,1,234
8775,B,Flight,4,3,226,3,2 - 4,Medium,M,10,> 10,5305,Large,0,216
8776,C,Flight,3,1,101,3,2 - 4,Medium,M,7,4 - 10,4275,Medium,1,94
8777,E,Flight,5,2,226,3,2 - 4,Medium,F,1,0 - 4,5451,Large,0,225
8778,D,Flight,5,3,280,6,2 - 4,High,M,5,4 - 10,4585,Medium,0,275
8779,E,Flight,4,2,257,2,0 - 2,High,M,3,0 - 4,4108,Medium,1,254
8780,A,Flight,5,5,185,5,2 - 4,Low,M,5,4 - 10,4078,Medium,0,180
8781,B,Flight,3,2,199,3,2 - 4,Low,F,8,4 - 10,5431,Large,0,191
8782,C,Flight,3,2,273,3,2 - 4,High,M,8,4 - 10,5754,Large,1,265
8783,E,Flight,4,5,229,4,2 - 4,Medium,F,6,4 - 10,4157,Medium,0,223
8784,D,Flight,3,3,199,3,2 - 4,Medium,F,1,0 - 4,4006,Medium,1,198
8785,E,Ship,3,1,151,3,2 - 4,Low,F,7,4 - 10,4072,Medium,0,144
8786,A,Ship,5,1,213,2,0 - 2,High,F,10,> 10,5607,Large,1,203
8787,B,Ship,3,4,151,3,2 - 4,Medium,F,3,0 - 4,4938,Large,0,148
8788,C,Ship,4,2,212,3,2 - 4,Low,M,5,4 - 10,5413,Large,0,207
8789,E,Ship,4,3,175,3,2 - 4,Low,F,9,4 - 10,4840,Large,1,166
8790,D,Ship,3,3,182,4,2 - 4,Low,F,2,0 - 4,4746,Large,1,180
8791,E,Ship,5,2,211,2,0 - 2,Medium,F,2,0 - 4,5077,Large,0,209
8792,A,Ship,3,1,160,3,2 - 4,Medium,F,5,4 - 10,5524,Large,0,155
8793,B,Ship,3,5,268,2,0 - 2,Medium,F,10,> 10,5895,Large,0,258
8794,C,Ship,3,5,188,4,2 - 4,Medium,M,3,0 - 4,4033,Medium,0,185
8795,E,Ship,3,2,234,3,2 - 4,Medium,M,5,4 - 10,4757,Large,1,229
8796,D,Ship,5,1,151,4,2 - 4,Low,M,5,4 - 10,4549,Medium,0,146
8797,E,Ship,3,3,150,2,0 - 2,Medium,M,9,4 - 10,4100,Medium,0,141
8798,A,Ship,3,5,268,3,2 - 4,Low,F,6,4 - 10,4172,Medium,1,262
8799,B,Ship,2,4,248,3,2 - 4,Low,F,7,4 - 10,4142,Medium,0,241
8800,C,Ship,3,3,232,2,0 - 2,Medium,F,8,4 - 10,5544,Large,1,224
8801,E,Ship,5,2,164,3,2 - 4,Medium,F,6,4 - 10,4302,Medium,0,158
8802,D,Ship,3,3,211,3,2 - 4,Medium,M,3,0 - 4,5379,Large,1,208
8803,E,Ship,3,5,195,2,0 - 2,Medium,F,9,4 - 10,5832,Large,0,186
8804,A,Ship,4,5,208,2,0 - 2,Low,F,4,0 - 4,5831,Large,0,204
8805,B,Ship,3,1,176,2,0 - 2,Medium,F,4,0 - 4,5726,Large,0,172
8806,C,Ship,5,2,258,3,2 - 4,Medium,F,8,4 - 10,4921,Large,0,250
8807,E,Ship,4,4,224,3,2 - 4,Medium,F,1,0 - 4,4231,Medium,0,223
8808,D,Ship,4,4,263,3,2 - 4,Medium,M,1,0 - 4,5283,Large,1,262
8809,E,Ship,3,1,203,10,> 4,Medium,F,7,4 - 10,5917,Large,1,196
8810,A,Ship,4,4,266,7,2 - 4,Medium,F,10,> 10,5901,Large,0,256
8811,B,Ship,6,1,189,3,2 - 4,Medium,F,9,4 - 10,5316,Large,0,180
8812,C,Ship,3,1,242,8,2 - 4,Medium,F,8,4 - 10,5401,Large,0,234
8813,E,Ship,4,2,265,4,2 - 4,Medium,F,3,0 - 4,4120,Medium,1,262
8814,D,Ship,3,2,138,10,> 4,Low,M,1,0 - 4,5721,Large,1,137
8815,E,Ship,4,4,268,3,2 - 4,Low,F,9,4 - 10,4118,Medium,1,259
8816,A,Ship,4,3,211,7,2 - 4,High,M,9,4 - 10,5652,Large,1,202
8817,B,Ship,6,3,137,8,2 - 4,Low,F,6,4 - 10,5992,Large,1,131
8818,C,Ship,4,5,234,5,2 - 4,Low,F,2,0 - 4,1087,Small,1,232
8819,E,Ship,5,4,242,5,2 - 4,Low,M,1,0 - 4,1571,Small,1,241
8820,D,Ship,7,2,307,4,2 - 4,Low,M,8,4 - 10,1551,Small,0,299
8821,E,Ship,6,1,260,4,2 - 4,Low,F,6,4 - 10,1766,Small,0,254
8822,A,Ship,4,4,239,5,2 - 4,Low,F,6,4 - 10,1239,Small,0,233
8823,B,Ship,6,2,305,4,2 - 4,Low,F,9,4 - 10,1567,Small,0,296
8824,C,Ship,5,2,254,6,2 - 4,Low,M,5,4 - 10,1885,Small,0,249
8825,E,Ship,2,1,258,5,2 - 4,Low,M,10,> 10,1221,Small,1,248
8826,D,Ship,5,3,267,6,2 - 4,Low,F,8,4 - 10,1421,Small,1,259
8827,E,Ship,4,3,246,5,2 - 4,Low,M,7,4 - 10,1134,Small,0,239
8828,A,Ship,4,3,246,5,2 - 4,Low,F,1,0 - 4,1673,Small,1,245
8829,B,Ship,4,4,261,5,2 - 4,Medium,F,2,0 - 4,1690,Small,1,259
8830,C,Ship,5,5,239,5,2 - 4,Low,M,6,4 - 10,1887,Small,1,233
8831,E,Ship,5,5,245,5,2 - 4,Low,M,5,4 - 10,1381,Small,1,240
8832,D,Ship,5,1,237,5,2 - 4,Medium,F,8,4 - 10,1150,Small,1,229
8833,E,Ship,7,3,307,4,2 - 4,Low,F,1,0 - 4,1589,Small,1,306
8834,A,Ship,5,4,252,5,2 - 4,Low,M,2,0 - 4,1847,Small,1,250
